#           var1             var2            omega           -gamma      Re(dBy/dBz)      Im(dBy/dBz)       Re(dn/dBz)       Im(dn/dBz)
  3.12180604e-02   0.00000000e+00   3.07320267e-02  -3.54683396e-23  -1.33661275e-16   5.72957795e+05   1.04241169e+00  -4.30081212e-17
  3.14128679e-02   0.00000000e+00   3.09207727e-02   2.17582089e-23  -2.77202633e-21   5.72957795e+05   1.04261584e+00  -5.10194425e-17
  3.16088911e-02   0.00000000e+00   3.11106588e-02   4.96301819e-26  -2.53049336e-16   5.72957795e+05   1.04282130e+00  -1.03660504e-16
  3.18061375e-02   0.00000000e+00   3.13016918e-02  -5.84409108e-23   2.39779615e-16   5.72957795e+05   1.04302808e+00  -1.47456647e-16
  3.20046147e-02   0.00000000e+00   3.14938783e-02   2.95355273e-23   2.30805601e-16   5.72957795e+05   1.04323620e+00  -1.93691834e-16
  3.22043305e-02   0.00000000e+00   3.16872251e-02  -8.57849122e-25   4.43895523e-16   5.72957795e+05   1.04344566e+00  -6.10022043e-17
  3.24052926e-02   0.00000000e+00   3.18817388e-02  -4.67822881e-23   4.39002053e-21   5.72957795e+05   1.04365646e+00  -1.45939114e-17
  3.26075087e-02   0.00000000e+00   3.20774264e-02  -1.40074854e-24   9.64454039e-16   5.72957795e+05   1.04386863e+00   7.20343850e-17
  3.28109866e-02   0.00000000e+00   3.22742946e-02  -5.85592808e-24  -5.73595989e-17   5.72957795e+05   1.04408216e+00  -6.18567542e-17
  3.30157344e-02   0.00000000e+00   3.24723503e-02  -2.41186087e-23  -6.58556464e-17   5.72957795e+05   1.04429706e+00   1.87759486e-17
  3.32217598e-02   0.00000000e+00   3.26716004e-02  -4.57295627e-23   6.86129454e-16   5.72957795e+05   1.04451336e+00   5.39043560e-17
  3.34290708e-02   0.00000000e+00   3.28720518e-02   3.27090379e-23  -6.77987892e-16   5.72957795e+05   1.04473104e+00  -1.56096154e-17
  3.36376755e-02   0.00000000e+00   3.30737116e-02   2.02589581e-23   3.44319444e-16   5.72957795e+05   1.04495014e+00   1.23707611e-16
  3.38475820e-02   0.00000000e+00   3.32765867e-02  -3.70558037e-24  -5.07239478e-16   5.72957795e+05   1.04517064e+00   7.28146822e-17
  3.40587983e-02   0.00000000e+00   3.34806841e-02   6.68733224e-23  -2.53679148e-16   5.72957795e+05   1.04539257e+00  -1.14251513e-16
  3.42713326e-02   0.00000000e+00   3.36860110e-02   7.91460022e-23   3.92662418e-16   5.72957795e+05   1.04561593e+00  -2.06113361e-16
  3.44851932e-02   0.00000000e+00   3.38925746e-02   3.24768329e-23  -7.69915696e-16   5.72957795e+05   1.04584073e+00   1.42257669e-16
  3.47003883e-02   0.00000000e+00   3.41003819e-02   8.29277143e-23   1.23490592e-16   5.72957795e+05   1.04606698e+00  -2.04293316e-16
  3.49169264e-02   0.00000000e+00   3.43094401e-02  -4.34896958e-23   4.88137758e-21   5.72957795e+05   1.04629469e+00   5.89861113e-17
  3.51348156e-02   0.00000000e+00   3.45197566e-02   7.22767157e-23  -6.16319954e-16   5.72957795e+05   1.04652387e+00  -9.33201086e-17
  3.53540645e-02   0.00000000e+00   3.47313385e-02   2.16858229e-23   5.08006432e-16   5.72957795e+05   1.04675454e+00   1.82436366e-16
  3.55746816e-02   0.00000000e+00   3.49441933e-02  -6.64780877e-23   9.36981887e-17   5.72957795e+05   1.04698669e+00   1.36728963e-16
  3.57966754e-02   0.00000000e+00   3.51583281e-02   1.03048152e-22  -2.54125406e-16   5.72957795e+05   1.04722035e+00  -9.66939604e-17
  3.60200545e-02   0.00000000e+00   3.53737506e-02  -8.30673386e-24   7.93124167e-17   5.72957795e+05   1.04745551e+00  -9.42975402e-17
  3.62448275e-02   0.00000000e+00   3.55904680e-02   7.02820838e-23   2.54226223e-16   5.72957795e+05   1.04769220e+00  -5.10870926e-18
  3.64710031e-02   0.00000000e+00   3.58084879e-02   7.20459243e-24  -1.30539839e-16   5.72957795e+05   1.04793041e+00   9.37843102e-17
  3.66985902e-02   0.00000000e+00   3.60278177e-02  -2.11921416e-23   5.83745859e-17   5.72957795e+05   1.04817017e+00  -1.81614522e-16
  3.69275974e-02   0.00000000e+00   3.62484651e-02  -9.53296498e-23   4.57264303e-16   5.72957795e+05   1.04841147e+00   1.84259180e-16
  3.71580336e-02   0.00000000e+00   3.64704376e-02   4.35161441e-23  -4.53704049e-21   5.72957795e+05   1.04865434e+00  -5.00818966e-17
  3.73899079e-02   0.00000000e+00   3.66937428e-02   2.98277435e-23  -5.85379159e-16   5.72957795e+05   1.04889878e+00   1.41099643e-16
  3.76232291e-02   0.00000000e+00   3.69183884e-02   2.75687694e-23  -2.23457420e-21   5.72957795e+05   1.04914481e+00  -5.44534459e-17
  3.78580063e-02   0.00000000e+00   3.71443821e-02   9.12758486e-24   2.54643838e-16   5.72957795e+05   1.04939242e+00  -1.49122789e-16
  3.80942485e-02   0.00000000e+00   3.73717317e-02  -1.86451355e-23   2.73365384e-16   5.72957795e+05   1.04964164e+00  -1.11835457e-16
  3.83319649e-02   0.00000000e+00   3.76004450e-02  -1.52361007e-23   2.67077682e-16   5.72957795e+05   1.04989247e+00  -5.06497217e-17
  3.85711648e-02   0.00000000e+00   3.78305297e-02  -6.74656274e-23  -2.48785029e-16   5.72957795e+05   1.05014493e+00  -1.54531350e-16
  3.88118572e-02   0.00000000e+00   3.80619938e-02   3.91264333e-24  -3.07625293e-22   5.72957795e+05   1.05039903e+00  -2.20381587e-17
  3.90540517e-02   0.00000000e+00   3.82948451e-02  -2.30376932e-23   1.80030795e-21   5.72957795e+05   1.05065477e+00  -7.90075890e-18
  3.92977575e-02   0.00000000e+00   3.85290917e-02   7.76065596e-24   4.97674248e-16   5.72957795e+05   1.05091217e+00   3.14813246e-17
  3.95429841e-02   0.00000000e+00   3.87647415e-02  -6.89392182e-23  -5.28482814e-16   5.72957795e+05   1.05117124e+00  -6.87837905e-17
  3.97897410e-02   0.00000000e+00   3.90018025e-02  -8.61541355e-23  -2.55131892e-16   5.72957795e+05   1.05143199e+00   9.37975917e-17
  4.00380377e-02   0.00000000e+00   3.92402828e-02  -4.12088441e-23   2.55205323e-16   5.72957795e+05   1.05169443e+00  -3.02354035e-17
  4.02878838e-02   0.00000000e+00   3.94801906e-02   3.88039461e-23  -2.94150620e-21   5.72957795e+05   1.05195858e+00  -6.69706286e-18
  4.05392890e-02   0.00000000e+00   3.97215340e-02   1.04364013e-22  -2.13748539e-16   5.72957795e+05   1.05222444e+00   4.80606455e-17
  4.07922630e-02   0.00000000e+00   3.99643212e-02  -4.37220547e-23  -4.72317151e-17   5.72957795e+05   1.05249202e+00   2.02193716e-17
  4.10468156e-02   0.00000000e+00   4.02085604e-02   5.11906459e-23  -3.81031572e-21   5.72957795e+05   1.05276135e+00   4.08093276e-17
  4.13029567e-02   0.00000000e+00   4.04542599e-02   6.93001922e-23  -5.83001167e-17   5.72957795e+05   1.05303242e+00   1.58749917e-17
  4.15606962e-02   0.00000000e+00   4.07014281e-02  -2.28545025e-23  -2.55592119e-16   5.72957795e+05   1.05330526e+00  -1.57019397e-16
  4.18200440e-02   0.00000000e+00   4.09500733e-02  -7.09026787e-24  -4.42153895e-16   5.72957795e+05   1.05357986e+00  -1.45024473e-17
  4.20810102e-02   0.00000000e+00   4.12002039e-02   1.16616025e-23  -3.62474797e-16   5.72957795e+05   1.05385626e+00   7.38981050e-17
  4.23436049e-02   0.00000000e+00   4.14518285e-02   6.52733515e-23   7.97481566e-17   5.72957795e+05   1.05413445e+00   1.18881355e-16
  4.26078383e-02   0.00000000e+00   4.17049554e-02  -3.90662294e-23   4.26773160e-16   5.72957795e+05   1.05441445e+00   6.73200188e-17
  4.28737205e-02   0.00000000e+00   4.19595932e-02   6.38962205e-25  -2.55931309e-16   5.72957795e+05   1.05469627e+00   6.46312841e-19
  4.31412619e-02   0.00000000e+00   4.22157505e-02   5.69849988e-23   9.51744832e-17   5.72957795e+05   1.05497992e+00   1.05682587e-16
  4.34104728e-02   0.00000000e+00   4.24734360e-02   1.22108443e-23  -4.11936785e-16   5.72957795e+05   1.05526543e+00   3.02526643e-17
  4.36813636e-02   0.00000000e+00   4.27326582e-02   6.11241882e-23   6.63243864e-16   5.72957795e+05   1.05555279e+00   2.51338542e-17
  4.39539448e-02   0.00000000e+00   4.29934260e-02   8.15574896e-23  -2.92271531e-16   5.72957795e+05   1.05584202e+00   1.06730716e-16
  4.42282271e-02   0.00000000e+00   4.32557480e-02  -1.26526979e-30  -6.94065275e-22   5.72957795e+05   1.05613313e+00  -5.67585031e-17
  4.45042209e-02   0.00000000e+00   4.35196331e-02  -5.03855558e-24   1.19724146e-16   5.72957795e+05   1.05642615e+00   1.08937103e-16
  4.47819369e-02   0.00000000e+00   4.37850901e-02  -6.44478459e-24   4.40608537e-22   5.72957795e+05   1.05672107e+00   1.40050639e-16
  4.50613860e-02   0.00000000e+00   4.40521279e-02  -6.23930235e-31   2.54685945e-16   5.72957795e+05   1.05701791e+00   2.08925930e-17
  4.53425789e-02   0.00000000e+00   4.43207555e-02   3.09366273e-24  -8.71104715e-22   5.72957795e+05   1.05731670e+00   2.92817164e-17
  4.56255265e-02   0.00000000e+00   4.45909817e-02   3.71149509e-23  -1.18278143e-16   5.72957795e+05   1.05761742e+00   2.56133027e-17
  4.59102397e-02   0.00000000e+00   4.48628157e-02   2.73596257e-30  -1.82566254e-28   5.72957795e+05   1.05792012e+00  -1.69199817e-17
  4.61967297e-02   0.00000000e+00   4.51362665e-02   7.89528203e-30  -5.23655458e-28   5.72957795e+05   1.05822478e+00  -8.35143423e-17
  4.64850074e-02   0.00000000e+00   4.54113432e-02   1.30643617e-30  -4.67002584e-16   5.72957795e+05   1.05853144e+00   7.55128033e-17
  4.67750840e-02   0.00000000e+00   4.56880550e-02  -1.05329720e-30  -2.56935974e-16   5.72957795e+05   1.05884010e+00  -4.62558422e-18
  4.70669707e-02   0.00000000e+00   4.59664110e-02   4.16057975e-31   1.60489161e-16   5.72957795e+05   1.05915077e+00   1.88289898e-16
  4.73606789e-02   0.00000000e+00   4.62464206e-02   4.13232614e-23   7.24384114e-17   5.72957795e+05   1.05946347e+00   1.70375465e-16
  4.76562199e-02   0.00000000e+00   4.65280929e-02  -5.50997295e-23   8.81771665e-17   5.72957795e+05   1.05977822e+00   3.53260110e-17
  4.79536051e-02   0.00000000e+00   4.68114374e-02  -7.50771729e-30   3.85861300e-16   5.72957795e+05   1.06009503e+00   1.79792546e-16
  4.82528461e-02   0.00000000e+00   4.70964634e-02  -3.53512234e-23   2.83615419e-21   5.72957795e+05   1.06041390e+00   1.38732522e-17
  4.85539544e-02   0.00000000e+00   4.73831804e-02   8.75646279e-24   3.33407571e-16   5.72957795e+05   1.06073486e+00   5.12526622e-18
  4.88569416e-02   0.00000000e+00   4.76715978e-02  -1.83598074e-30  -3.29526149e-16   5.72957795e+05   1.06105792e+00   1.09618698e-16
  4.91618196e-02   0.00000000e+00   4.79617251e-02  -6.74055273e-31   7.49909368e-18   5.72957795e+05   1.06138310e+00  -1.26273875e-16
  4.94686001e-02   0.00000000e+00   4.82535720e-02   6.06212894e-23  -3.76165721e-21   5.72957795e+05   1.06171040e+00   1.88808623e-17
  4.97772950e-02   0.00000000e+00   4.85471479e-02   1.04783778e-31  -1.28856737e-16   5.72957795e+05   1.06203985e+00  -1.83458666e-16
  5.00879162e-02   0.00000000e+00   4.88424627e-02   4.58812757e-32  -1.28896412e-16   5.72957795e+05   1.06237146e+00   3.64023888e-18
  5.04004757e-02   0.00000000e+00   4.91395260e-02  -2.89433637e-23  -7.60022797e-17   5.72957795e+05   1.06270523e+00  -1.21139517e-16
  5.07149857e-02   0.00000000e+00   4.94383475e-02   1.79589924e-31   4.92412916e-17   5.72957795e+05   1.06304120e+00  -5.46832374e-17
  5.10314583e-02   0.00000000e+00   4.97389370e-02  -4.94675919e-30   2.97815879e-28   5.72957795e+05   1.06337937e+00   3.96396357e-17
  5.13499057e-02   0.00000000e+00   5.00413044e-02   7.08463579e-23  -4.19907224e-17   5.72957795e+05   1.06371975e+00  -5.76510557e-17
  5.16703404e-02   0.00000000e+00   5.03454596e-02   8.43353051e-31   9.06804131e-17   5.72957795e+05   1.06406237e+00   1.39464145e-16
  5.19927746e-02   0.00000000e+00   5.06514126e-02   3.03291755e-30  -1.29143395e-16   5.72957795e+05   1.06440724e+00  -1.45322490e-16
  5.23172209e-02   0.00000000e+00   5.09591732e-02  -5.71763714e-30   3.36009592e-28   5.72957795e+05   1.06475436e+00  -4.48707535e-17
  5.26436918e-02   0.00000000e+00   5.12687516e-02   3.25630345e-30   2.86428188e-16   5.72957795e+05   1.06510377e+00   1.25269800e-17
  5.29721999e-02   0.00000000e+00   5.15801578e-02   9.80357775e-30  -5.69215823e-28   5.72957795e+05   1.06545548e+00   5.38857288e-18
  5.33027580e-02   0.00000000e+00   5.18934019e-02  -1.32164673e-31   7.62758798e-30   5.72957795e+05   1.06580949e+00  -3.47267009e-17
  5.36353788e-02   0.00000000e+00   5.22084942e-02   6.76451150e-23   1.29353352e-16   5.72957795e+05   1.06616583e+00  -1.25047347e-16
  5.39700753e-02   0.00000000e+00   5.25254449e-02   3.57113167e-23  -2.03628397e-21   5.72957795e+05   1.06652451e+00   1.04880783e-17
  5.43068604e-02   0.00000000e+00   5.28442642e-02   3.52676387e-31  -1.99889523e-29   5.72957795e+05   1.06688555e+00  -2.13140859e-17
  5.46457471e-02   0.00000000e+00   5.31649624e-02   5.56788524e-23  -3.13679163e-21   5.72957795e+05   1.06724897e+00   2.70719771e-17
  5.49867485e-02   0.00000000e+00   5.34875499e-02  -1.11362949e-30   1.48711030e-17   5.72957795e+05   1.06761477e+00  -1.66316915e-16
  5.53298778e-02   0.00000000e+00   5.38120372e-02  -5.11797515e-30   2.64609419e-16   5.72957795e+05   1.06798299e+00  -1.69841792e-16
  5.56751483e-02   0.00000000e+00   5.41384347e-02   1.86554076e-31  -1.29622178e-16   5.72957795e+05   1.06835363e+00   4.78434309e-17
  5.60225734e-02   0.00000000e+00   5.44667529e-02  -3.55651021e-30   1.95592528e-28   5.72957795e+05   1.06872671e+00  -4.77099204e-17
  5.63721665e-02   0.00000000e+00   5.47970024e-02   9.99184019e-30  -1.14944444e-16   5.72957795e+05   1.06910224e+00   1.79662975e-16
  5.67239411e-02   0.00000000e+00   5.51291938e-02   4.89843583e-24   1.19377006e-16   5.72957795e+05   1.06948026e+00  -2.11287955e-17
  5.70779109e-02   0.00000000e+00   5.54633378e-02   6.10006809e-30   4.29838524e-22   5.72957795e+05   1.06986076e+00  -7.00522384e-17
  5.74340895e-02   0.00000000e+00   5.57994450e-02   1.22801233e-31  -6.59285105e-30   5.72957795e+05   1.07024377e+00   4.27916781e-17
  5.77924908e-02   0.00000000e+00   5.61375262e-02  -8.66383030e-31  -1.91725111e-17   5.72957795e+05   1.07062931e+00  -8.94692348e-17
  5.81531286e-02   0.00000000e+00   5.64775923e-02  -3.12326071e-31   4.15159715e-22   5.72957795e+05   1.07101740e+00   1.58397890e-16
  5.85160168e-02   0.00000000e+00   5.68196540e-02   4.91118317e-30  -1.05125724e-16   5.72957795e+05   1.07140804e+00   2.19625588e-17
  5.88811695e-02   0.00000000e+00   5.71637223e-02  -8.43496132e-31  -2.76657840e-17   5.72957795e+05   1.07180127e+00   7.36639920e-17
  5.92486009e-02   0.00000000e+00   5.75098082e-02  -7.99141995e-30   4.16328598e-28   5.72957795e+05   1.07219709e+00  -3.97418187e-17
  5.96183251e-02   0.00000000e+00   5.78579227e-02  -5.21305133e-31   2.69956963e-29   5.72957795e+05   1.07259553e+00   1.04857670e-16
  5.99903565e-02   0.00000000e+00   5.82080767e-02   5.31039987e-31  -2.24496051e-16   5.72957795e+05   1.07299660e+00  -2.22901046e-17
  6.03647094e-02   0.00000000e+00   5.85602815e-02  -8.74778343e-32  -5.31345098e-17   5.72957795e+05   1.07340033e+00   1.80139977e-16
  6.07413984e-02   0.00000000e+00   5.89145481e-02  -6.29134290e-32   6.69895110e-18   5.72957795e+05   1.07380672e+00  -1.45359733e-16
  6.11204380e-02   0.00000000e+00   5.92708878e-02   2.61163988e-23  -3.03381542e-16   5.72957795e+05   1.07421580e+00   9.30410639e-18
  6.15018429e-02   0.00000000e+00   5.96293118e-02   2.14523508e-31  -2.51963431e-16   5.72957795e+05   1.07462760e+00   1.35542578e-16
  6.18856278e-02   0.00000000e+00   5.99898314e-02  -4.43332368e-23   8.14834879e-17   5.72957795e+05   1.07504211e+00  -5.53973787e-17
  6.22718076e-02   0.00000000e+00   6.03524581e-02   2.10772113e-30  -7.90041806e-17   5.72957795e+05   1.07545938e+00   1.57605240e-17
  6.26603973e-02   0.00000000e+00   6.07172030e-02  -2.95295953e-31   5.39802746e-17   5.72957795e+05   1.07587941e+00  -2.49137824e-17
  6.30514119e-02   0.00000000e+00   6.10840779e-02   2.63981427e-30  -1.30586525e-16   5.72957795e+05   1.07630222e+00  -1.47939194e-16
  6.34448665e-02   0.00000000e+00   6.14530940e-02  -9.91631908e-24  -5.88960697e-17   5.72957795e+05   1.07672784e+00   1.68097218e-17
  6.38407763e-02   0.00000000e+00   6.18242631e-02   8.65896489e-23  -6.13179069e-17   5.72957795e+05   1.07715628e+00  -5.17456084e-17
  6.42391567e-02   0.00000000e+00   6.21975966e-02   2.80405069e-32   1.30742467e-16   5.72957795e+05   1.07758756e+00  -5.82687327e-18
  6.46400231e-02   0.00000000e+00   6.25731063e-02  -7.51485855e-23   2.60254160e-16   5.72957795e+05   1.07802170e+00   1.10565946e-16
  6.50433909e-02   0.00000000e+00   6.29508038e-02  -3.34688556e-30  -1.36811371e-16   5.72957795e+05   1.07845873e+00  -1.20449388e-16
  6.54492759e-02   0.00000000e+00   6.33307009e-02   1.21923729e-30   2.51271139e-16   5.72957795e+05   1.07889867e+00  -2.34878642e-17
  6.58576937e-02   0.00000000e+00   6.37128095e-02  -9.59439518e-23   1.15909192e-16   5.72957795e+05   1.07934152e+00  -1.83630242e-16
  6.62686601e-02   0.00000000e+00   6.40971413e-02  -3.07768372e-30   1.43933789e-28   5.72957795e+05   1.07978732e+00  -3.03494767e-17
  6.66821910e-02   0.00000000e+00   6.44837083e-02   2.24420968e-30  -2.38191388e-16   5.72957795e+05   1.08023609e+00   3.24991806e-18
  6.70983024e-02   0.00000000e+00   6.48725224e-02   2.63785953e-30  -1.02813533e-16   5.72957795e+05   1.08068784e+00   1.09710220e-16
  6.75170105e-02   0.00000000e+00   6.52635957e-02  -2.29331852e-30  -1.63798182e-16   5.72957795e+05   1.08114259e+00  -1.16970135e-16
  6.79383314e-02   0.00000000e+00   6.56569401e-02  -7.48868960e-31   3.41947327e-29   5.72957795e+05   1.08160038e+00  -3.19565903e-17
  6.83622814e-02   0.00000000e+00   6.60525679e-02   4.86380867e-30   1.31285229e-16   5.72957795e+05   1.08206121e+00  -1.38484098e-16
  6.87888770e-02   0.00000000e+00   6.64504911e-02   2.94716663e-31  -1.32974957e-29   5.72957795e+05   1.08252512e+00  -1.47207639e-16
  6.92181346e-02   0.00000000e+00   6.68507220e-02   6.79130755e-31  -3.04596984e-29   5.72957795e+05   1.08299211e+00   1.27966159e-17
  6.96500709e-02   0.00000000e+00   6.72532728e-02  -1.43775275e-31  -3.40857292e-16   5.72957795e+05   1.08346222e+00   1.32684466e-16
  7.00847026e-02   0.00000000e+00   6.76581559e-02   4.91942528e-23  -2.18023315e-21   5.72957795e+05   1.08393547e+00  -9.60419084e-17
  7.05220464e-02   0.00000000e+00   6.80653836e-02   3.70631752e-30  -7.00290187e-17   5.72957795e+05   1.08441188e+00   1.29526662e-16
  7.09621194e-02   0.00000000e+00   6.84749683e-02   4.71211174e-30  -1.97766705e-16   5.72957795e+05   1.08489146e+00   6.89707464e-17
  7.14049385e-02   0.00000000e+00   6.88869225e-02  -7.30255947e-31   3.17902603e-29   5.72957795e+05   1.08537425e+00   3.06794250e-17
  7.18505209e-02   0.00000000e+00   6.93012587e-02   2.81675137e-31   1.31746148e-16   5.72957795e+05   1.08586027e+00  -1.63142344e-16
  7.22988839e-02   0.00000000e+00   6.97179895e-02  -5.70580687e-30  -3.18336520e-16   5.72957795e+05   1.08634953e+00   8.09850402e-17
  7.27500447e-02   0.00000000e+00   7.01371274e-02  -1.07168045e-22   4.58270464e-21   5.72957795e+05   1.08684207e+00   1.90591081e-17
  7.32040209e-02   0.00000000e+00   7.05586853e-02   1.49892022e-30   5.43132772e-22   5.72957795e+05   1.08733790e+00   2.87200952e-17
  7.36608300e-02   0.00000000e+00   7.09826757e-02   2.05123369e-23   8.82911552e-17   5.72957795e+05   1.08783705e+00   6.83740312e-17
  7.41204897e-02   0.00000000e+00   7.14091114e-02  -2.18840270e-30  -3.04193729e-16   5.72957795e+05   1.08833954e+00   1.35798467e-16
  7.45830177e-02   0.00000000e+00   7.18380053e-02   6.10462416e-23  -2.05201347e-16   5.72957795e+05   1.08884540e+00   1.47078014e-16
  7.50484320e-02   0.00000000e+00   7.22693703e-02   5.16932040e-31  -2.14570013e-29   5.72957795e+05   1.08935464e+00  -4.40276313e-17
  7.55167506e-02   0.00000000e+00   7.27032192e-02   1.31767448e-30   2.94020383e-16   5.72957795e+05   1.08986730e+00   2.19759067e-17
  7.59879917e-02   0.00000000e+00   7.31395651e-02   9.78816000e-31   1.32294917e-16   5.72957795e+05   1.09038340e+00   1.09030349e-16
  7.64621733e-02   0.00000000e+00   7.35784209e-02  -4.77471583e-23   1.94688644e-21   5.72957795e+05   1.09090296e+00   1.94365113e-17
  7.69393140e-02   0.00000000e+00   7.40197997e-02  -1.02152541e-23  -8.19861475e-23   5.72957795e+05   1.09142601e+00   1.15830794e-16
  7.74194321e-02   0.00000000e+00   7.44637147e-02   4.48145968e-31   1.32485788e-16   5.72957795e+05   1.09195257e+00  -1.74612840e-16
  7.79025463e-02   0.00000000e+00   7.49101791e-02   5.98450267e-25   1.27520700e-17   5.72957795e+05   1.09248267e+00  -1.90299138e-16
  7.83886752e-02   0.00000000e+00   7.53592059e-02   2.06548356e-23  -1.32615181e-16   5.72957795e+05   1.09301634e+00  -1.57463543e-16
  7.88778377e-02   0.00000000e+00   7.58108087e-02   3.94524448e-23  -2.03576931e-21   5.72957795e+05   1.09355359e+00  -7.07313010e-17
  7.93700526e-02   0.00000000e+00   7.62650006e-02  -1.46615965e-29  -4.68813413e-22   5.72957795e+05   1.09409445e+00   1.67721385e-16
  7.98653391e-02   0.00000000e+00   7.67217950e-02   4.20599521e-23   1.32747539e-16   5.72957795e+05   1.09463896e+00  -2.00469299e-16
  8.03637162e-02   0.00000000e+00   7.71812054e-02   1.44744302e-31   2.62616601e-16   5.72957795e+05   1.09518713e+00  -1.63764267e-16
  8.08652034e-02   0.00000000e+00   7.76432452e-02   4.01331218e-32   4.53234871e-22   5.72957795e+05   1.09573899e+00  -5.24425897e-17
  8.13698199e-02   0.00000000e+00   7.81079280e-02   3.59064144e-31  -1.23758895e-16   5.72957795e+05   1.09629457e+00  -1.04820317e-16
  8.18775854e-02   0.00000000e+00   7.85752674e-02   1.54303770e-31  -2.41640622e-16   5.72957795e+05   1.09685390e+00   1.70893554e-16
  8.23885194e-02   0.00000000e+00   7.90452769e-02   9.19205725e-23  -1.48385777e-16   5.72957795e+05   1.09741700e+00  -1.94617090e-16
  8.29026417e-02   0.00000000e+00   7.95179703e-02  -1.04410449e-30   4.33307463e-22   5.72957795e+05   1.09798390e+00  -2.14858871e-17
  8.34199723e-02   0.00000000e+00   7.99933613e-02   2.01247700e-31   2.10833701e-17   5.72957795e+05   1.09855463e+00   9.30898111e-17
  8.39405312e-02   0.00000000e+00   8.04714637e-02  -4.04961825e-23  -2.39596118e-17   5.72957795e+05   1.09912921e+00  -2.46814658e-17
  8.44643384e-02   0.00000000e+00   8.09522912e-02  -1.31051224e-31  -5.36142489e-17   5.72957795e+05   1.09970767e+00  -6.48797787e-17
  8.49914144e-02   0.00000000e+00   8.14358578e-02  -2.91354739e-31   1.07422106e-29   5.72957795e+05   1.10029005e+00   2.58534472e-17
  8.55217794e-02   0.00000000e+00   8.19221774e-02   2.10984906e-30   1.33567982e-16   5.72957795e+05   1.10087637e+00   1.26185634e-18
  8.60554540e-02   0.00000000e+00   8.24112640e-02   1.08586229e-31  -3.95658639e-30   5.72957795e+05   1.10146665e+00  -9.36653001e-17
  8.65924588e-02   0.00000000e+00   8.29031315e-02   1.24806893e-31  -4.52088156e-30   5.72957795e+05   1.10206093e+00  -6.16834511e-17
  8.71328146e-02   0.00000000e+00   8.33977941e-02   6.15331529e-23  -2.61199348e-21   5.72957795e+05   1.10265923e+00  -1.43036843e-16
  8.76765424e-02   0.00000000e+00   8.38952659e-02  -2.14970076e-23   7.69560766e-22   5.72957795e+05   1.10326159e+00  -1.56374572e-16
  8.82236632e-02   0.00000000e+00   8.43955611e-02   7.51743912e-32   3.72296823e-18   5.72957795e+05   1.10386803e+00   1.06139572e-16
  8.87741982e-02   0.00000000e+00   8.48986939e-02  -1.40309058e-30   4.96403764e-29   5.72957795e+05   1.10447859e+00   4.48344234e-17
  8.93281685e-02   0.00000000e+00   8.54046785e-02   9.24329984e-23  -3.25102400e-21   5.72957795e+05   1.10509329e+00  -4.71506147e-17
  8.98855958e-02   0.00000000e+00   8.59135292e-02   2.49197096e-30   5.36295700e-17   5.72957795e+05   1.10571217e+00   1.03578230e-16
  9.04465016e-02   0.00000000e+00   8.64252605e-02   2.93520920e-31   5.61557649e-17   5.72957795e+05   1.10633524e+00   1.66047154e-16
  9.10109075e-02   0.00000000e+00   8.69398867e-02   6.57351538e-31  -2.27158229e-29   5.72957795e+05   1.10696256e+00  -1.01645277e-16
  9.15788355e-02   0.00000000e+00   8.74574223e-02   3.39179221e-30   1.34383023e-16   5.72957795e+05   1.10759414e+00   4.17380691e-17
  9.21503074e-02   0.00000000e+00   8.79778819e-02  -1.58823625e-23  -6.35750743e-17   5.72957795e+05   1.10823001e+00  -1.08699401e-16
  9.27253455e-02   0.00000000e+00   8.85012798e-02  -4.90716678e-31  -6.59970999e-17   5.72957795e+05   1.10887022e+00  -1.03010369e-16
  9.33039719e-02   0.00000000e+00   8.90276309e-02  -4.38774969e-23  -6.83908707e-17   5.72957795e+05   1.10951478e+00  -2.84028715e-17
  9.38862090e-02   0.00000000e+00   8.95569496e-02   1.86185477e-30   7.07631097e-17   5.72957795e+05   1.11016374e+00   1.35074592e-16
  9.44720795e-02   0.00000000e+00   9.00892508e-02  -2.15320779e-22   6.16729362e-17   5.72957795e+05   1.11081712e+00  -1.80462891e-16
  9.50616059e-02   0.00000000e+00   9.06245491e-02   2.72278769e-23   7.54287264e-17   5.72957795e+05   1.11147495e+00   1.68182363e-16
  9.56548111e-02   0.00000000e+00   9.11628594e-02  -5.92221943e-30  -7.77260421e-17   5.72957795e+05   1.11213728e+00   1.45131199e-16
  9.62517180e-02   0.00000000e+00   9.17041964e-02   5.88640806e-31   5.50159307e-17   5.72957795e+05   1.11280413e+00  -1.51031681e-17
  9.68523498e-02   0.00000000e+00   9.22485751e-02   1.81304126e-31  -1.05697345e-16   5.72957795e+05   1.11347553e+00   6.81766071e-17
  9.74567296e-02   0.00000000e+00   9.27960103e-02   7.74643453e-23  -2.87295306e-16   5.72957795e+05   1.11415152e+00   1.08180488e-16
  9.80648809e-02   0.00000000e+00   9.33465171e-02   2.44695608e-32  -3.20877980e-22   5.72957795e+05   1.11483214e+00  -1.39200705e-16
  9.86768272e-02   0.00000000e+00   9.39001105e-02  -1.88065926e-30   4.11746079e-18   5.72957795e+05   1.11551741e+00  -7.20593744e-17
  9.92925921e-02   0.00000000e+00   9.44568054e-02   1.54807644e-30  -1.35428037e-16   5.72957795e+05   1.11620737e+00   2.69973732e-18
