#           var1             var2            omega           -gamma      Re(dBy/dBz)      Im(dBy/dBz)       Re(dn/dBz)       Im(dn/dBz)
  9.99121996e-02   0.00000000e+00   9.50166172e-02   2.22958471e-30  -1.77874169e-16   5.72957795e+05   1.11690206e+00  -9.64101937e-17
  1.00535674e-01   0.00000000e+00   9.55795608e-02  -2.90447313e-33   3.11527579e-16   5.72957795e+05   1.11760151e+00  -2.61846721e-17
  1.01163038e-01   0.00000000e+00   9.61456514e-02   4.45441723e-30  -1.39344809e-28   5.72957795e+05   1.11830576e+00  -1.22412421e-16
  1.01794318e-01   0.00000000e+00   9.67149044e-02  -4.53479452e-32   1.41034410e-30   5.72957795e+05   1.11901484e+00   4.24972763e-17
  1.02429536e-01   0.00000000e+00   9.72873350e-02   5.35733773e-30   3.43777814e-17   5.72957795e+05   1.11972879e+00   2.09733515e-17
  1.03068719e-01   0.00000000e+00   9.78629585e-02  -6.31904831e-23   1.32844944e-16   5.72957795e+05   1.12044763e+00  -7.11674387e-17
  1.03711890e-01   0.00000000e+00   9.84417902e-02  -7.87059782e-31   6.80154451e-17   5.72957795e+05   1.12117142e+00   1.37725748e-16
  1.04359075e-01   0.00000000e+00   9.90238457e-02   8.20216256e-23   1.64730742e-16   5.72957795e+05   1.12190019e+00  -1.04861671e-16
  1.05010299e-01   0.00000000e+00   9.96091403e-02  -6.05990092e-23  -1.09471400e-16   5.72957795e+05   1.12263397e+00  -1.73321727e-16
  1.05665586e-01   0.00000000e+00   1.00197690e-01   1.03265737e-30  -9.30243547e-17   5.72957795e+05   1.12337280e+00  -4.79529970e-17
  1.06324962e-01   0.00000000e+00   1.00789509e-01  -8.83398692e-23   6.81964639e-17   5.72957795e+05   1.12411672e+00   1.78428446e-17
  1.06988453e-01   0.00000000e+00   1.01384614e-01  -2.77405976e-31  -6.82392659e-17   5.72957795e+05   1.12486577e+00  -1.73642877e-17
  1.07656084e-01   0.00000000e+00   1.01983021e-01  -5.80818990e-23   1.71424556e-21   5.72957795e+05   1.12561998e+00  -6.06301760e-17
  1.08327882e-01   0.00000000e+00   1.02584744e-01   1.00482620e-32  -1.76352463e-17   5.72957795e+05   1.12637939e+00   1.14885930e-16
  1.09003872e-01   0.00000000e+00   1.03189800e-01   7.48951173e-23  -2.18498134e-21   5.72957795e+05   1.12714405e+00  -6.72385380e-17
  1.09684080e-01   0.00000000e+00   1.03798205e-01  -2.39766386e-31  -1.41302913e-17   5.72957795e+05   1.12791399e+00  -1.75154936e-17
  1.10368532e-01   0.00000000e+00   1.04409974e-01   3.96439358e-31  -2.60666333e-22   5.72957795e+05   1.12868925e+00  -1.28727069e-16
  1.11057256e-01   0.00000000e+00   1.05025123e-01   1.70034978e-30   6.85185670e-17   5.72957795e+05   1.12946987e+00  -2.07435641e-18
  1.11750278e-01   0.00000000e+00   1.05643667e-01   6.51577934e-23  -7.75797238e-17   5.72957795e+05   1.13025590e+00  -1.01142078e-16
  1.12447624e-01   0.00000000e+00   1.06265624e-01  -1.45386335e-30   2.52325847e-22   5.72957795e+05   1.13104736e+00   1.72540523e-16
  1.13149321e-01   0.00000000e+00   1.06891008e-01  -1.48954154e-23   7.43514023e-17   5.72957795e+05   1.13184431e+00  -3.77970608e-17
  1.13855398e-01   0.00000000e+00   1.07519836e-01   7.22183196e-30   2.46925518e-22   5.72957795e+05   1.13264678e+00   3.01293840e-17
  1.14565880e-01   0.00000000e+00   1.08152123e-01  -1.42888873e-30   6.87603082e-17   5.72957795e+05   1.13345482e+00  -5.82973279e-17
  1.15280797e-01   0.00000000e+00   1.08787886e-01  -1.63299028e-30  -6.79758245e-17   5.72957795e+05   1.13426847e+00  -1.24974149e-16
  1.16000174e-01   0.00000000e+00   1.09427141e-01  -2.19496807e-23   3.65327996e-22   5.72957795e+05   1.13508777e+00   1.92281717e-17
  1.16724040e-01   0.00000000e+00   1.10069904e-01   1.03949882e-31   7.35462687e-17   5.72957795e+05   1.13591276e+00   1.32213815e-16
  1.17452424e-01   0.00000000e+00   1.10716191e-01   2.42996542e-31  -6.89600442e-17   5.72957795e+05   1.13674348e+00  -1.74766462e-16
  1.18185353e-01   0.00000000e+00   1.11366018e-01   1.06477502e-22  -2.88164044e-21   5.72957795e+05   1.13757999e+00  -1.80919497e-16
  1.18922855e-01   0.00000000e+00   1.12019401e-01  -7.95398985e-23   5.52141346e-17   5.72957795e+05   1.13842232e+00  -1.16869695e-16
  1.19664960e-01   0.00000000e+00   1.12676357e-01   3.68562870e-23  -6.91140954e-17   5.72957795e+05   1.13927052e+00  -3.72022240e-17
  1.20411695e-01   0.00000000e+00   1.13336902e-01   5.12509224e-30   2.24125718e-22   5.72957795e+05   1.14012463e+00  -1.35436341e-16
  1.21163090e-01   0.00000000e+00   1.14001052e-01   3.05799232e-31   2.27800363e-17   5.72957795e+05   1.14098470e+00   7.80097758e-17
  1.21919175e-01   0.00000000e+00   1.14668823e-01  -1.13169977e-22   4.35765127e-17   5.72957795e+05   1.14185077e+00  -9.91025561e-17
  1.22679977e-01   0.00000000e+00   1.15340232e-01   1.28307120e-22  -1.38648657e-16   5.72957795e+05   1.14272289e+00  -7.02826546e-17
  1.23445527e-01   0.00000000e+00   1.16015296e-01   3.61972011e-23  -9.15945262e-17   5.72957795e+05   1.14360110e+00   7.95620353e-17
  1.24215854e-01   0.00000000e+00   1.16694030e-01  -8.89371794e-23   1.71354106e-17   5.72957795e+05   1.14448545e+00   2.10740704e-16
  1.24990988e-01   0.00000000e+00   1.17376452e-01   3.00023282e-23  -1.01902898e-16   5.72957795e+05   1.14537600e+00   7.73148094e-17
  1.25770959e-01   0.00000000e+00   1.18062577e-01  -4.01501383e-30  -1.99177949e-17   5.72957795e+05   1.14627277e+00   7.08001543e-17
  1.26555797e-01   0.00000000e+00   1.18752422e-01   7.31436708e-23  -9.66090364e-17   5.72957795e+05   1.14717583e+00   1.10245512e-16
  1.27345533e-01   0.00000000e+00   1.19446004e-01   4.81707731e-31  -2.03593816e-22   5.72957795e+05   1.14808523e+00  -1.41387432e-16
  1.28140197e-01   0.00000000e+00   1.20143339e-01  -7.20421560e-33  -4.79809439e-17   5.72957795e+05   1.14900100e+00  -1.95922367e-16
  1.28939820e-01   0.00000000e+00   1.20844443e-01   2.70488849e-31   6.97593401e-17   5.72957795e+05   1.14992320e+00  -1.50970513e-16
  1.29744432e-01   0.00000000e+00   1.21549335e-01   8.43789888e-32  -1.65394467e-17   5.72957795e+05   1.15085188e+00  -1.59471066e-16
  1.30554066e-01   0.00000000e+00   1.22258029e-01   1.02954868e-22  -1.25793309e-16   5.72957795e+05   1.15178709e+00   1.73305899e-16
  1.31368752e-01   0.00000000e+00   1.22970543e-01  -6.31276257e-31   4.06963271e-17   5.72957795e+05   1.15272887e+00   1.73594285e-16
  1.32188522e-01   0.00000000e+00   1.23686893e-01  -3.38995428e-33   6.99874594e-17   5.72957795e+05   1.15367729e+00   1.75154620e-16
  1.33013407e-01   0.00000000e+00   1.24407097e-01   2.51862561e-30   7.00450170e-17   5.72957795e+05   1.15463239e+00   1.71470479e-16
  1.33843440e-01   0.00000000e+00   1.25131170e-01  -1.76011364e-30   4.04104087e-18   5.72957795e+05   1.15559422e+00  -9.93417990e-17
  1.34678652e-01   0.00000000e+00   1.25859129e-01  -1.54526546e-22   7.17832383e-17   5.72957795e+05   1.15656283e+00   1.33830448e-16
  1.35519076e-01   0.00000000e+00   1.26590992e-01  -3.13846965e-30   1.39661326e-16   5.72957795e+05   1.15753828e+00   1.24796866e-17
  1.36364745e-01   0.00000000e+00   1.27326776e-01  -3.42574910e-23  -2.07685819e-16   5.72957795e+05   1.15852062e+00   4.82869947e-17
  1.37215691e-01   0.00000000e+00   1.28066496e-01   1.01590359e-22  -2.39721673e-21   5.72957795e+05   1.15950991e+00   1.76926184e-17
  1.38071946e-01   0.00000000e+00   1.28810169e-01   1.86957756e-31   7.82357050e-17   5.72957795e+05   1.16050619e+00   1.87581475e-16
  1.38933546e-01   0.00000000e+00   1.29557813e-01  -9.59308433e-31  -7.04622100e-17   5.72957795e+05   1.16150952e+00   5.23208708e-17
  1.39800521e-01   0.00000000e+00   1.30309445e-01   6.91075695e-24  -5.81050979e-17   5.72957795e+05   1.16251996e+00   7.31309342e-17
  1.40672907e-01   0.00000000e+00   1.31065081e-01   2.24449750e-30  -5.17783489e-29   5.72957795e+05   1.16353757e+00   4.99784734e-17
  1.41550737e-01   0.00000000e+00   1.31824737e-01  -2.84565427e-31  -7.06474085e-17   5.72957795e+05   1.16456239e+00   1.20390878e-16
  1.42434044e-01   0.00000000e+00   1.32588432e-01  -3.52309352e-23  -8.98350893e-17   5.72957795e+05   1.16559449e+00  -8.10186164e-17
  1.43322864e-01   0.00000000e+00   1.33356182e-01   1.22579219e-30  -4.94556794e-17   5.72957795e+05   1.16663391e+00  -1.20196122e-16
  1.44217230e-01   0.00000000e+00   1.34128003e-01  -1.77201030e-22   3.99667851e-21   5.72957795e+05   1.16768073e+00  -5.44364467e-17
  1.45117177e-01   0.00000000e+00   1.34903913e-01   9.03026911e-32   9.65364980e-17   5.72957795e+05   1.16873500e+00   8.86049154e-17
  1.46022740e-01   0.00000000e+00   1.35683929e-01  -9.08916795e-31  -3.23118293e-22   5.72957795e+05   1.16979677e+00   1.63856348e-17
  1.46933953e-01   0.00000000e+00   1.36468067e-01  -8.23814952e-24   7.10299988e-17   5.72957795e+05   1.17086610e+00  -7.28031864e-19
  1.47850853e-01   0.00000000e+00   1.37256345e-01   1.18280291e-22  -2.60843395e-21   5.72957795e+05   1.17194306e+00  -1.18298390e-16
  1.48773475e-01   0.00000000e+00   1.38048779e-01   1.35431471e-30  -2.96995981e-29   5.72957795e+05   1.17302771e+00  -1.11754455e-16
  1.49701854e-01   0.00000000e+00   1.38845387e-01   4.56616435e-30  -9.95744739e-29   5.72957795e+05   1.17412010e+00   2.23170647e-17
  1.50636026e-01   0.00000000e+00   1.39646185e-01  -2.06937492e-32   7.12939580e-17   5.72957795e+05   1.17522029e+00  -2.49111478e-17
  1.51576028e-01   0.00000000e+00   1.40451190e-01  -3.31394414e-31   6.25168695e-17   5.72957795e+05   1.17632836e+00  -1.58425538e-16
  1.52521896e-01   0.00000000e+00   1.41260420e-01  -6.16681495e-30  -1.72195762e-16   5.72957795e+05   1.17744435e+00   9.81030784e-17
  1.53473666e-01   0.00000000e+00   1.42073890e-01  -4.99644424e-23   1.06546638e-21   5.72957795e+05   1.17856834e+00  -4.08295018e-17
  1.54431375e-01   0.00000000e+00   1.42891619e-01  -1.00222597e-31   7.15657375e-17   5.72957795e+05   1.17970038e+00  -5.39845285e-17
  1.55395060e-01   0.00000000e+00   1.43713623e-01   1.00002349e-22  -2.36946323e-17   5.72957795e+05   1.18084054e+00   2.04701222e-16
  1.56364759e-01   0.00000000e+00   1.44539919e-01  -1.18954370e-22  -1.43406929e-16   5.72957795e+05   1.18198889e+00   3.00437551e-17
  1.57340510e-01   0.00000000e+00   1.45370525e-01  -4.31491210e-23   2.00234435e-17   5.72957795e+05   1.18314549e+00  -1.38222063e-16
  1.58322349e-01   0.00000000e+00   1.46205456e-01   3.70820210e-31  -7.69026967e-30   5.72957795e+05   1.18431041e+00  -7.67720333e-17
  1.59310315e-01   0.00000000e+00   1.47044730e-01   1.05169809e-30  -2.16897998e-29   5.72957795e+05   1.18548370e+00  -1.48266574e-16
  1.60304446e-01   0.00000000e+00   1.47888364e-01   1.11018840e-22   1.43974532e-16   5.72957795e+05   1.18666545e+00   1.89076929e-16
  1.61304781e-01   0.00000000e+00   1.48736374e-01   5.51384675e-24  -1.12460043e-22   5.72957795e+05   1.18785571e+00  -1.17138567e-16
  1.62311358e-01   0.00000000e+00   1.49588779e-01  -1.02585893e-22  -7.21311180e-17   5.72957795e+05   1.18905456e+00   1.13735080e-17
  1.63324216e-01   0.00000000e+00   1.50445593e-01   9.93367879e-31   7.22064507e-17   5.72957795e+05   1.19026206e+00  -1.95899322e-17
  1.64343395e-01   0.00000000e+00   1.51306836e-01  -1.97264268e-23   1.54768084e-17   5.72957795e+05   1.19147829e+00  -1.23784243e-16
  1.65368934e-01   0.00000000e+00   1.52172523e-01   9.56672073e-23   7.23526378e-17   5.72957795e+05   1.19270331e+00  -1.09107376e-16
  1.66400872e-01   0.00000000e+00   1.53042670e-01   1.77627835e-30  -1.53620562e-16   5.72957795e+05   1.19393720e+00   7.72164818e-17
  1.67439250e-01   0.00000000e+00   1.53917296e-01   2.03800247e-23   7.25046488e-17   5.72957795e+05   1.19518002e+00  -1.10774196e-16
  1.68484107e-01   0.00000000e+00   1.54796417e-01  -3.60304972e-23   1.08878899e-18   5.72957795e+05   1.19643184e+00  -1.24028079e-16
  1.69535485e-01   0.00000000e+00   1.55680050e-01  -1.41510924e-31  -1.44780231e-16   5.72957795e+05   1.19769275e+00   1.35832345e-17
  1.70593423e-01   0.00000000e+00   1.56568210e-01  -4.43362783e-31   8.60438694e-30   5.72957795e+05   1.19896282e+00  -8.92668720e-18
  1.71657964e-01   0.00000000e+00   1.57460916e-01   3.24418072e-31   7.28118797e-17   5.72957795e+05   1.20024211e+00  -7.31842470e-17
  1.72729147e-01   0.00000000e+00   1.58358184e-01  -6.95065743e-23   1.33418475e-21   5.72957795e+05   1.20153071e+00  -7.78276042e-18
  1.73807014e-01   0.00000000e+00   1.59260031e-01   6.02856189e-23   6.60964913e-17   5.72957795e+05   1.20282868e+00  -1.35004783e-17
  1.74891608e-01   0.00000000e+00   1.60166473e-01   3.12866436e-32   1.54514513e-16   5.72957795e+05   1.20413611e+00   1.31219458e-16
  1.75982970e-01   0.00000000e+00   1.61077527e-01   2.36406359e-30  -4.46386880e-29   5.72957795e+05   1.20545307e+00  -9.16392678e-17
  1.77081142e-01   0.00000000e+00   1.61993209e-01   7.02162671e-31  -6.17402264e-17   5.72957795e+05   1.20677964e+00  -1.46184502e-16
  1.78186167e-01   0.00000000e+00   1.62913537e-01   2.60421284e-23  -1.33607417e-16   5.72957795e+05   1.20811590e+00  -3.06858637e-17
  1.79298088e-01   0.00000000e+00   1.63838526e-01  -1.03618612e-22   1.44642297e-17   5.72957795e+05   1.20946192e+00   1.19692039e-17
  1.80416947e-01   0.00000000e+00   1.64768194e-01   1.19175934e-23   8.41440915e-24   5.72957795e+05   1.21081780e+00  -8.92118610e-17
  1.81542788e-01   0.00000000e+00   1.65702557e-01   6.91673297e-30  -1.27088564e-28   5.72957795e+05   1.21218360e+00   7.55890605e-18
  1.82675655e-01   0.00000000e+00   1.66641630e-01   1.35636078e-30  -2.47867132e-29   5.72957795e+05   1.21355941e+00   1.05922082e-17
  1.83815591e-01   0.00000000e+00   1.67585431e-01   5.77672241e-31  -7.37038345e-17   5.72957795e+05   1.21494531e+00  -7.93206095e-17
  1.84962640e-01   0.00000000e+00   1.68533977e-01  -7.98345840e-31   1.44317524e-29   5.72957795e+05   1.21634138e+00  -8.68087826e-18
  1.86116848e-01   0.00000000e+00   1.69487282e-01   4.11562101e-31  -7.38738398e-17   5.72957795e+05   1.21774772e+00   5.90443660e-18
  1.87278257e-01   0.00000000e+00   1.70445365e-01  -2.00904928e-30   3.59263739e-29   5.72957795e+05   1.21916439e+00   8.68907773e-17
  1.88446915e-01   0.00000000e+00   1.71408240e-01   1.53909259e-30   9.62903979e-17   5.72957795e+05   1.22059150e+00   2.06840819e-18
  1.89622864e-01   0.00000000e+00   1.72375924e-01  -3.87558930e-23  -2.72732683e-17   5.72957795e+05   1.22202911e+00  -3.12748975e-18
  1.90806153e-01   0.00000000e+00   1.73348433e-01   8.66287655e-23   1.19807273e-16   5.72957795e+05   1.22347733e+00  -8.29830447e-17
  1.91996825e-01   0.00000000e+00   1.74325783e-01   2.90248573e-30  -5.07942649e-29   5.72957795e+05   1.22493624e+00   1.64418952e-17
  1.93194927e-01   0.00000000e+00   1.75307991e-01   4.52374318e-23  -5.82375712e-22   5.72957795e+05   1.22640593e+00   3.07705733e-17
  1.94400505e-01   0.00000000e+00   1.76295072e-01   2.22806968e-23  -7.44892838e-17   5.72957795e+05   1.22788648e+00  -3.92986347e-17
  1.95613607e-01   0.00000000e+00   1.77287042e-01   3.51199664e-31   3.39568218e-17   5.72957795e+05   1.22937799e+00   7.98989017e-17
  1.96834279e-01   0.00000000e+00   1.78283918e-01   3.35885001e-30   3.52589226e-17   5.72957795e+05   1.23088055e+00   1.16730335e-16
  1.98062567e-01   0.00000000e+00   1.79285714e-01  -6.60849705e-23   3.82140543e-17   5.72957795e+05   1.23239425e+00  -7.18673279e-17
  1.99298521e-01   0.00000000e+00   1.80292446e-01   1.01564851e-30   3.78290961e-17   5.72957795e+05   1.23391918e+00   2.19953998e-16
  2.00542187e-01   0.00000000e+00   1.81304131e-01  -5.67894175e-24   9.57209724e-23   5.72957795e+05   1.23545544e+00  -1.40114244e-17
  2.01793615e-01   0.00000000e+00   1.82320784e-01  -2.59804034e-31   1.91512397e-22   5.72957795e+05   1.23700313e+00  -2.99277959e-18
  2.03052851e-01   0.00000000e+00   1.83342420e-01   2.33238209e-31  -7.51365385e-17   5.72957795e+05   1.23856233e+00  -8.64527514e-17
  2.04319945e-01   0.00000000e+00   1.84369055e-01  -1.08836260e-23  -3.23911802e-17   5.72957795e+05   1.24013315e+00  -2.16628754e-17
  2.05594946e-01   0.00000000e+00   1.85400704e-01   8.63404595e-23   7.53264089e-17   5.72957795e+05   1.24171568e+00   5.32897283e-17
  2.06877903e-01   0.00000000e+00   1.86437382e-01   8.35443631e-23   1.05563834e-16   5.72957795e+05   1.24331002e+00   9.03627042e-18
  2.08168867e-01   0.00000000e+00   1.87479106e-01   1.02153860e-30  -1.66775489e-29   5.72957795e+05   1.24491628e+00  -1.10499285e-16
  2.09467886e-01   0.00000000e+00   1.88525889e-01   7.66362667e-32   7.56201654e-17   5.72957795e+05   1.24653454e+00  -2.79414353e-17
  2.10775011e-01   0.00000000e+00   1.89577747e-01  -2.05696820e-31   3.32283268e-30   5.72957795e+05   1.24816492e+00   1.87756126e-17
  2.12090293e-01   0.00000000e+00   1.90634696e-01  -3.81218296e-24   5.15332274e-17   5.72957795e+05   1.24980752e+00  -1.95086100e-16
  2.13413783e-01   0.00000000e+00   1.91696749e-01   4.16360775e-31  -1.00617909e-16   5.72957795e+05   1.25146243e+00   5.95505881e-17
  2.14745532e-01   0.00000000e+00   1.92763922e-01   3.28869046e-31   2.36410375e-17   5.72957795e+05   1.25312977e+00  -1.47679674e-16
  2.16085591e-01   0.00000000e+00   1.93836229e-01   9.17641030e-24   7.61220210e-17   5.72957795e+05   1.25480963e+00   1.31187844e-16
  2.17434012e-01   0.00000000e+00   1.94913685e-01  -5.27114481e-23   8.29371832e-22   5.72957795e+05   1.25650214e+00  -6.19447302e-17
  2.18790848e-01   0.00000000e+00   1.95996305e-01  -2.47244737e-22   3.70080156e-21   5.72957795e+05   1.25820738e+00   7.66247476e-17
  2.20156151e-01   0.00000000e+00   1.97084102e-01  -1.09274548e-31   1.70141863e-30   5.72957795e+05   1.25992548e+00   4.24103648e-18
  2.21529973e-01   0.00000000e+00   1.98177093e-01   9.15982438e-37  -1.71573287e-16   5.72957795e+05   1.26165654e+00   6.23716724e-19
  2.22912368e-01   0.00000000e+00   1.99275289e-01   6.68189289e-23  -5.91466156e-17   5.72957795e+05   1.26340067e+00  -6.15184953e-17
  2.24303390e-01   0.00000000e+00   2.00378707e-01   1.50197705e-31   6.02433748e-17   5.72957795e+05   1.26515799e+00   9.07551345e-17
  2.25703093e-01   0.00000000e+00   2.01487358e-01   5.73890912e-23  -8.75098229e-22   5.72957795e+05   1.26692861e+00  -1.03507450e-16
  2.27111529e-01   0.00000000e+00   2.02601259e-01  -1.86920261e-32  -6.24144587e-17   5.72957795e+05   1.26871264e+00   8.15820386e-17
  2.28528755e-01   0.00000000e+00   2.03720422e-01   1.01902995e-23   9.06610926e-17   5.72957795e+05   1.27051020e+00  -1.23902714e-16
  2.29954824e-01   0.00000000e+00   2.04844861e-01   4.74246759e-31   3.85924076e-17   5.72957795e+05   1.27232140e+00   5.25170318e-17
  2.31389792e-01   0.00000000e+00   2.05974589e-01  -1.08174382e-31   7.72953669e-17   5.72957795e+05   1.27414636e+00   1.16474416e-16
  2.32833715e-01   0.00000000e+00   2.07109621e-01   6.05061220e-31  -3.87033818e-17   5.72957795e+05   1.27598521e+00  -6.49836425e-17
  2.34286648e-01   0.00000000e+00   2.08249969e-01  -1.75697793e-31   9.81402125e-18   5.72957795e+05   1.27783806e+00   7.50641219e-17
  2.35748648e-01   0.00000000e+00   2.09395646e-01   2.16965414e-31  -1.77832998e-17   5.72957795e+05   1.27970503e+00   1.37885959e-16
  2.37219771e-01   0.00000000e+00   2.10546666e-01   1.88612733e-30  -2.75952063e-29   5.72957795e+05   1.28158624e+00   6.42251710e-18
  2.38700075e-01   0.00000000e+00   2.11703042e-01  -3.47357142e-31  -3.89307696e-17   5.72957795e+05   1.28348182e+00  -9.97050415e-17
  2.40189615e-01   0.00000000e+00   2.12864786e-01  -2.67865104e-31  -3.89888530e-17   5.72957795e+05   1.28539190e+00   1.51398092e-16
  2.41688451e-01   0.00000000e+00   2.14031910e-01  -1.20474264e-31   1.73571731e-30   5.72957795e+05   1.28731660e+00   1.76059792e-16
  2.43196640e-01   0.00000000e+00   2.15204429e-01  -5.15056060e-23  -1.21716040e-16   5.72957795e+05   1.28925605e+00  -2.74199246e-17
  2.44714240e-01   0.00000000e+00   2.16382352e-01   3.06313678e-31   3.91651923e-17   5.72957795e+05   1.29121037e+00  -1.12661980e-16
  2.46241310e-01   0.00000000e+00   2.17565694e-01   5.67025342e-23  -8.04530646e-22   5.72957795e+05   1.29317970e+00  -2.29169387e-17
  2.47777910e-01   0.00000000e+00   2.18754466e-01  -1.25835986e-31   1.77638731e-30   5.72957795e+05   1.29516417e+00  -1.07837872e-17
  2.49324098e-01   0.00000000e+00   2.19948680e-01  -8.07824013e-31  -4.02869424e-17   5.72957795e+05   1.29716391e+00   1.11630605e-17
  2.50879935e-01   0.00000000e+00   2.21148348e-01  -5.66196872e-23  -3.94061079e-17   5.72957795e+05   1.29917906e+00   8.83701701e-17
  2.52445480e-01   0.00000000e+00   2.22353481e-01  -2.00723812e-31   7.44493034e-19   5.72957795e+05   1.30120975e+00  -6.84679057e-17
  2.54020795e-01   0.00000000e+00   2.23564091e-01  -2.93495868e-30  -3.79538246e-17   5.72957795e+05   1.30325611e+00   1.17675336e-16
  2.55605941e-01   0.00000000e+00   2.24780189e-01   2.59069430e-32  -3.56590991e-31   5.72957795e+05   1.30531830e+00  -6.81206279e-17
  2.57200978e-01   0.00000000e+00   2.26001786e-01   2.04529563e-31   3.96561493e-17   5.72957795e+05   1.30739644e+00  -7.14276047e-17
  2.58805968e-01   0.00000000e+00   2.27228893e-01  -1.21209594e-30  -4.77864937e-17   5.72957795e+05   1.30949068e+00  -1.63528763e-16
  2.60420974e-01   0.00000000e+00   2.28461521e-01  -3.92222998e-23   5.31799092e-22   5.72957795e+05   1.31160116e+00  -5.60398832e-17
  2.62046057e-01   0.00000000e+00   2.29699681e-01   6.47904299e-31  -1.29256207e-22   5.72957795e+05   1.31372802e+00  -1.03250817e-16
  2.63681282e-01   0.00000000e+00   2.30943382e-01   8.38806877e-23  -3.99143390e-17   5.72957795e+05   1.31587142e+00  -2.18209940e-17
  2.65326711e-01   0.00000000e+00   2.32192636e-01   6.45689507e-31  -7.21761378e-18   5.72957795e+05   1.31803149e+00   9.43431003e-18
  2.66982407e-01   0.00000000e+00   2.33447451e-01  -1.86102385e-31  -4.00447624e-17   5.72957795e+05   1.32020839e+00   9.14862345e-18
  2.68648436e-01   0.00000000e+00   2.34707839e-01   6.16515914e-31  -5.39057710e-17   5.72957795e+05   1.32240227e+00   2.16389693e-16
  2.70324861e-01   0.00000000e+00   2.35973808e-01  -1.28654314e-24  -8.03569738e-17   5.72957795e+05   1.32461328e+00  -9.95963783e-17
  2.72011747e-01   0.00000000e+00   2.37245368e-01   2.35476860e-31  -1.80623898e-16   5.72957795e+05   1.32684157e+00  -6.60701560e-17
  2.73709160e-01   0.00000000e+00   2.38522529e-01  -1.54783944e-31  -1.81946994e-17   5.72957795e+05   1.32908730e+00  -1.48135652e-17
  2.75417165e-01   0.00000000e+00   2.39805298e-01   1.90769782e-23   1.37909510e-16   5.72957795e+05   1.33135062e+00   4.84354028e-17
  2.77135828e-01   0.00000000e+00   2.41093686e-01  -7.11772023e-23   4.04530761e-17   5.72957795e+05   1.33363169e+00  -3.51010824e-17
  2.78865216e-01   0.00000000e+00   2.42387701e-01  -2.15281030e-30   1.35495535e-16   5.72957795e+05   1.33593068e+00   2.48933817e-17
  2.80605396e-01   0.00000000e+00   2.43687351e-01  -4.91405170e-31  -9.37162537e-17   5.72957795e+05   1.33824775e+00   1.31254135e-16
  2.82356435e-01   0.00000000e+00   2.44992644e-01  -6.07165814e-31  -1.33134048e-16   5.72957795e+05   1.34058305e+00  -1.39720939e-17
  2.84118401e-01   0.00000000e+00   2.46303589e-01   5.99830764e-32   3.09643709e-17   5.72957795e+05   1.34293675e+00   1.14439857e-16
  2.85891362e-01   0.00000000e+00   2.47620193e-01  -8.98014882e-23   4.92123107e-17   5.72957795e+05   1.34530903e+00  -1.70434728e-16
  2.87675386e-01   0.00000000e+00   2.48942463e-01  -8.88842980e-31  -4.08786413e-17   5.72957795e+05   1.34770004e+00   1.17018160e-16
  2.89470544e-01   0.00000000e+00   2.50270407e-01  -3.46515353e-31   4.32114279e-30   5.72957795e+05   1.35010996e+00   1.49679910e-16
  2.91276903e-01   0.00000000e+00   2.51604032e-01   1.80423076e-25   8.20508300e-17   5.72957795e+05   1.35253897e+00   7.43189673e-17
  2.93094535e-01   0.00000000e+00   2.52943345e-01  -7.53325019e-23   8.52534459e-17   5.72957795e+05   1.35498723e+00  -2.56002127e-16
  2.94923508e-01   0.00000000e+00   2.54288352e-01  -5.56931905e-33   4.29153589e-17   5.72957795e+05   1.35745492e+00  -9.42172713e-17
  2.96763896e-01   0.00000000e+00   2.55639060e-01   2.18759494e-23  -4.16890257e-17   5.72957795e+05   1.35994222e+00   1.91506182e-16
  2.98615767e-01   0.00000000e+00   2.56995475e-01   1.03160420e-30  -1.25588632e-29   5.72957795e+05   1.36244931e+00  -5.52708548e-17
  3.00479195e-01   0.00000000e+00   2.58357601e-01  -1.01725523e-23  -8.98046365e-23   5.72957795e+05   1.36497637e+00   4.13770886e-17
  3.02354251e-01   0.00000000e+00   2.59725446e-01   1.52498628e-30   3.80714685e-17   5.72957795e+05   1.36752359e+00  -6.85384950e-17
  3.04241007e-01   0.00000000e+00   2.61099014e-01   1.70519769e-24  -2.04647578e-23   5.72957795e+05   1.37009114e+00  -1.36519021e-16
  3.06139538e-01   0.00000000e+00   2.62478310e-01  -2.55742142e-23  -4.16360068e-17   5.72957795e+05   1.37267922e+00  -5.97086625e-17
  3.08049915e-01   0.00000000e+00   2.63863339e-01   6.11997347e-32   4.17154427e-17   5.72957795e+05   1.37528803e+00  -8.86447338e-17
  3.09972214e-01   0.00000000e+00   2.65254106e-01  -6.09002972e-23   7.20594119e-22   5.72957795e+05   1.37791774e+00  -2.88220688e-17
  3.11906508e-01   0.00000000e+00   2.66650614e-01  -5.93528424e-23   4.18763110e-17   5.72957795e+05   1.38056855e+00   1.99009406e-16
  3.13852873e-01   0.00000000e+00   2.68052867e-01   2.33899079e-30  -6.22112350e-17   5.72957795e+05   1.38324066e+00   1.47725613e-16
  3.15811383e-01   0.00000000e+00   2.69460870e-01  -5.99793232e-23  -1.20597742e-17   5.72957795e+05   1.38593427e+00  -1.49602606e-16
  3.17782116e-01   0.00000000e+00   2.70874624e-01  -3.83372531e-32  -2.88595100e-17   5.72957795e+05   1.38864957e+00   1.94964850e-16
